成交日期,销售工号,产品,成交客户数, 成交金额 ,产品类型,期数,区域,省份,小组,业务组,职务类别,客单价,成交年份,成交月份,,,,
2020/4/17,1000000036,借呗6期,1," 2,000.74 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 2,000.74 ",2020,4,,,,
2020/4/17,1000000041,借呗12期,1, 731.74 ,借呗,12期,华西北,北京,四组,北京四组,普通员工, 731.74 ,2020,4,,,,
2020/4/18,1000000031,借呗12期,2," 42,000.97 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 21,000.49 ",2020,4,,,,
2020/4/18,1000000576,借呗12期,2," 33,000.71 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 16,500.36 ",2020,4,,,,
2020/4/18,1000000928,借呗12期,2," 30,000.63 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 15,000.32 ",2020,4,,,,
2020/4/18,1000000044,借呗6期,2," 30,000.43 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 15,000.22 ",2020,4,,,,
2020/4/18,1000001513,借呗6期,2," 29,000.59 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 14,500.30 ",2020,4,,,,
2020/4/18,1000000054,借呗12期,2," 28,000.91 ",借呗,12期,华东,上海,一组,上海一组,普通员工," 14,000.46 ",2020,4,,,,
2020/4/18,1000000029,借呗12期,2," 26,001.27 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 13,000.64 ",2020,4,,,,
2020/4/18,1000000041,借呗12期,1," 20,000.75 ",借呗,12期,华西北,北京,四组,北京四组,普通员工," 20,000.75 ",2020,4,,,,
2020/4/18,1000000040,借呗12期,1," 20,000.63 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 20,000.63 ",2020,4,,,,
2020/4/18,1000000237,借呗18期,1," 20,000.62 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 20,000.62 ",2020,4,,,,
2020/4/18,1000000036,借呗12期,1," 20,000.45 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 20,000.45 ",2020,4,,,,
2020/4/18,1000000029,借呗18期,1," 20,000.39 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 20,000.39 ",2020,4,,,,
2020/4/18,1000001513,借呗12期,1," 20,000.05 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 20,000.05 ",2020,4,,,,
2020/4/18,1000000576,借呗6期,1," 20,000.00 ",借呗,6期,华东,苏州,三组,苏州三组,普通员工," 20,000.00 ",2020,4,,,,
2020/4/18,1000000041,借呗18期,1," 18,000.74 ",借呗,18期,华西北,北京,四组,北京四组,普通员工," 18,000.74 ",2020,4,,,,
2020/4/18,1000000067,借呗12期,1," 18,000.44 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 18,000.44 ",2020,4,,,,
2020/4/18,1000000045,借呗6期,1," 18,000.27 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 18,000.27 ",2020,4,,,,
2020/4/18,1000000045,借呗12期,2," 11,000.93 ",借呗,12期,华南,深圳,一组,深圳一组,普通员工," 5,500.47 ",2020,4,,,,
2020/4/18,1000000057,借呗6期,2," 11,000.70 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 5,500.35 ",2020,4,,,,
2020/4/18,1000000040,借呗18期,1," 10,000.71 ",借呗,18期,华西北,北京,四组,北京四组,管理人员," 10,000.71 ",2020,4,,,,
2020/4/18,1000000030,借呗6期,1," 10,000.36 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 10,000.36 ",2020,4,,,,
2020/4/18,1000000043,借呗12期,1," 9,000.42 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 9,000.42 ",2020,4,,,,
2020/4/18,1000000031,借呗18期,1," 2,000.00 ",借呗,18期,华东,杭州,一组,杭州一组,管理人员," 2,000.00 ",2020,4,,,,
2020/4/19,1000000237,借呗18期,3," 47,000.74 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 15,666.91 ",2020,4,,,,
2020/4/19,1000000054,借呗12期,2," 43,001.09 ",借呗,12期,华东,上海,一组,上海一组,普通员工," 21,500.55 ",2020,4,,,,
2020/4/19,1000001513,借呗6期,1," 25,000.42 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 25,000.42 ",2020,4,,,,
2020/4/19,1000000029,借呗12期,2," 24,000.77 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 12,000.39 ",2020,4,,,,
2020/4/19,1000000041,借呗6期,2," 23,001.28 ",借呗,6期,华西北,北京,四组,北京四组,普通员工," 11,500.64 ",2020,4,,,,
2020/4/19,1000000057,借呗12期,3," 22,501.20 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 7,500.40 ",2020,4,,,,
2020/4/19,1000000044,借呗12期,1," 22,000.76 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 22,000.76 ",2020,4,,,,
2020/4/19,1000001513,借呗18期,1," 22,000.18 ",借呗,18期,华东,上海,二组,上海二组,普通员工," 22,000.18 ",2020,4,,,,
2020/4/19,1000000031,借呗12期,2," 21,000.90 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 10,500.45 ",2020,4,,,,
2020/4/19,1000000056,借呗6期,3," 20,501.11 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 6,833.70 ",2020,4,,,,
2020/4/19,1000000067,借呗12期,2," 15,500.77 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 7,750.39 ",2020,4,,,,
2020/4/19,1000000040,借呗6期,1," 15,000.57 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 15,000.57 ",2020,4,,,,
2020/4/19,1000000031,借呗6期,1," 10,000.70 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 10,000.70 ",2020,4,,,,
2020/4/19,1000000044,借呗6期,1," 10,000.51 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 10,000.51 ",2020,4,,,,
2020/4/19,1000000039,借呗18期,1," 10,000.44 ",借呗,18期,华东,苏州,二组,苏州二组,管理人员," 10,000.44 ",2020,4,,,,
2020/4/19,1000000052,借呗6期,1," 10,000.28 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 10,000.28 ",2020,4,,,,
2020/4/19,1000000039,借呗12期,1," 10,000.18 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 10,000.18 ",2020,4,,,,
2020/4/19,1000000057,借呗6期,1," 9,000.10 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 9,000.10 ",2020,4,,,,
2020/4/19,1000000054,借呗18期,1," 7,999.96 ",借呗,18期,华东,上海,一组,上海一组,普通员工," 7,999.96 ",2020,4,,,,
2020/4/19,1000000045,借呗6期,1," 7,500.34 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 7,500.34 ",2020,4,,,,
2020/4/19,1000000032,借呗12期,1," 6,500.66 ",借呗,12期,华东,苏州,一组,苏州一组,管理人员," 6,500.66 ",2020,4,,,,
2020/4/19,1000000039,借呗6期,1," 5,499.96 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 5,499.96 ",2020,4,,,,
2020/4/19,1000000034,借呗6期,1," 2,000.74 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 2,000.74 ",2020,4,,,,
2020/4/20,1000000028,借呗12期,3," 67,001.10 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 22,333.70 ",2020,4,,,,
2020/4/20,1000000067,借呗6期,2," 27,000.84 ",借呗,6期,华东,苏州,二组,苏州二组,普通员工," 13,500.42 ",2020,4,,,,
2020/4/20,1000000052,借呗12期,2," 25,000.92 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 12,500.46 ",2020,4,,,,
2020/4/20,1000000030,借呗18期,1," 20,000.38 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 20,000.38 ",2020,4,,,,
2020/4/20,1000000067,借呗12期,1," 17,000.44 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 17,000.44 ",2020,4,,,,
2020/4/20,1000000031,借呗6期,1," 16,000.30 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 16,000.30 ",2020,4,,,,
2020/4/20,1000000052,借呗6期,1," 14,999.96 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 14,999.96 ",2020,4,,,,
2020/4/20,1000000047,借呗12期,1," 12,000.17 ",借呗,12期,华南,广州,一组,广州一组,普通员工," 12,000.17 ",2020,4,,,,
2020/4/20,1000000036,花呗6期,1," 8,688.32 ",花呗,6期,华南,广州,三组,广州三组,管理人员," 8,688.32 ",2020,4,,,,
2020/4/20,1000000049,借呗6期,1," 5,000.76 ",借呗,6期,华东,合肥,一组,合肥一组,普通员工," 5,000.76 ",2020,4,,,,
2020/4/20,1000000057,借呗12期,1," 5,000.52 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 5,000.52 ",2020,4,,,,
2020/4/20,1000000056,借呗12期,1," 4,500.33 ",借呗,12期,华东,上海,一组,上海一组,管理人员," 4,500.33 ",2020,4,,,,
2020/4/20,1000000032,借呗6期,1, 500.71 ,借呗,6期,华东,苏州,一组,苏州一组,管理人员, 500.71 ,2020,4,,,,
2020/4/21,1000000056,借呗6期,2," 27,999.68 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 13,999.84 ",2020,4,,,,
2020/4/21,1000000028,借呗18期,1," 14,000.58 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 14,000.58 ",2020,4,,,,
2020/4/21,1000000031,借呗12期,2," 13,500.65 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 6,750.33 ",2020,4,,,,
2020/4/21,1000000040,借呗12期,1," 10,000.38 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 10,000.38 ",2020,4,,,,
2020/4/21,1000000056,借呗18期,1," 7,000.70 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 7,000.70 ",2020,4,,,,
2020/4/21,1000000044,借呗6期,1," 4,000.62 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 4,000.62 ",2020,4,,,,
2020/4/21,1000000033,借呗18期,1," 2,000.37 ",借呗,18期,华东,苏州,一组,苏州一组,普通员工," 2,000.37 ",2020,4,,,,
2020/4/22,1000000237,借呗18期,2," 30,000.58 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 15,000.29 ",2020,4,,,,
2020/4/22,1000000040,借呗6期,1," 20,000.31 ",借呗,6期,华西北,北京,四组,北京四组,管理人员," 20,000.31 ",2020,4,,,,
2020/4/22,1000000033,借呗6期,1," 12,999.96 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 12,999.96 ",2020,4,,,,
2020/4/22,1000000049,借呗12期,1," 10,000.27 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 10,000.27 ",2020,4,,,,
2020/4/22,1000000029,借呗6期,1," 10,000.26 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 10,000.26 ",2020,4,,,,
2020/4/22,1000000045,借呗18期,1," 8,000.60 ",借呗,18期,华南,深圳,一组,深圳一组,普通员工," 8,000.60 ",2020,4,,,,
2020/4/22,1000000039,借呗12期,1," 6,200.52 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 6,200.52 ",2020,4,,,,
2020/4/22,1000000056,借呗18期,1," 4,000.48 ",借呗,18期,华东,上海,一组,上海一组,管理人员," 4,000.48 ",2020,4,,,,
2020/4/22,1000000057,借呗12期,1," 2,000.07 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 2,000.07 ",2020,4,,,,
2020/4/23,1000000044,借呗18期,1," 25,000.36 ",借呗,18期,华西北,北京,三组,北京三组,管理人员," 25,000.36 ",2020,4,,,,
2020/4/23,1000000028,借呗6期,1," 18,000.42 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 18,000.42 ",2020,4,,,,
2020/4/23,1000000036,借呗12期,1," 17,000.68 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 17,000.68 ",2020,4,,,,
2020/4/23,1000000033,借呗18期,1," 15,000.61 ",借呗,18期,华东,苏州,一组,苏州一组,普通员工," 15,000.61 ",2020,4,,,,
2020/4/23,1000000028,借呗18期,1," 13,000.31 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 13,000.31 ",2020,4,,,,
2020/4/23,1000000052,借呗12期,1," 12,000.20 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 12,000.20 ",2020,4,,,,
2020/4/23,1000000029,借呗12期,1," 10,000.02 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 10,000.02 ",2020,4,,,,
2020/4/24,1000000052,借呗6期,1," 20,000.35 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 20,000.35 ",2020,4,,,,
2020/4/24,1000000033,借呗12期,1," 20,000.23 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 20,000.23 ",2020,4,,,,
2020/4/24,1000000068,借呗6期,1," 16,999.96 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 16,999.96 ",2020,4,,,,
2020/4/24,1000000046,借呗6期,1," 10,000.62 ",借呗,6期,华西北,成都,一组,成都一组,普通员工," 10,000.62 ",2020,4,,,,
2020/4/24,1000000566,借呗18期,1," 10,000.61 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 10,000.61 ",2020,4,,,,
2020/4/24,1000000029,借呗18期,1," 10,000.24 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 10,000.24 ",2020,4,,,,
2020/4/24,1000000576,借呗12期,1," 10,000.08 ",借呗,12期,华东,苏州,三组,苏州三组,普通员工," 10,000.08 ",2020,4,,,,
2020/4/24,1000000928,借呗6期,1," 10,000.00 ",借呗,6期,华西北,西安,一组,西安一组,普通员工," 10,000.00 ",2020,4,,,,
2020/4/24,1000000044,借呗12期,1," 5,000.45 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 5,000.45 ",2020,4,,,,
2020/4/24,1000000057,借呗6期,1," 5,000.28 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 5,000.28 ",2020,4,,,,
2020/4/24,1000000045,借呗18期,1," 5,000.17 ",借呗,18期,华南,深圳,一组,深圳一组,普通员工," 5,000.17 ",2020,4,,,,
2020/4/25,1000000028,借呗18期,1," 20,000.33 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 20,000.33 ",2020,4,,,,
2020/4/25,1000000031,借呗6期,2," 16,000.77 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 8,000.39 ",2020,4,,,,
2020/4/25,1000000054,借呗18期,1," 10,000.74 ",借呗,18期,华东,上海,一组,上海一组,普通员工," 10,000.74 ",2020,4,,,,
2020/4/25,1000000036,借呗6期,1," 8,000.32 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 8,000.32 ",2020,4,,,,
2020/4/25,1000000566,借呗12期,1," 3,000.12 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 3,000.12 ",2020,4,,,,
2020/4/26,1000000037,借呗18期,1," 21,999.97 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 21,999.97 ",2020,4,,,,
2020/4/26,1000000032,借呗18期,1," 20,000.71 ",借呗,18期,华东,苏州,一组,苏州一组,管理人员," 20,000.71 ",2020,4,,,,
2020/4/26,1000000029,借呗18期,1," 15,000.59 ",借呗,18期,华东,杭州,二组,杭州二组,普通员工," 15,000.59 ",2020,4,,,,
2020/4/26,1000000058,借呗6期,1," 10,000.24 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 10,000.24 ",2020,4,,,,
2020/4/26,1000000049,借呗18期,1," 10,000.11 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 10,000.11 ",2020,4,,,,
2020/4/26,1000000029,借呗6期,1," 4,000.38 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 4,000.38 ",2020,4,,,,
2020/4/26,1000000032,借呗6期,1, 500.73 ,借呗,6期,华东,苏州,一组,苏州一组,管理人员, 500.73 ,2020,4,,,,
2020/4/27,1000000047,借呗18期,1," 20,000.68 ",借呗,18期,华南,广州,一组,广州一组,普通员工," 20,000.68 ",2020,4,,,,
2020/4/27,1000000028,借呗12期,1," 2,999.95 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 2,999.95 ",2020,4,,,,
2020/4/27,1000000031,借呗6期,1," 1,000.21 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 1,000.21 ",2020,4,,,,
2020/4/28,1000000067,借呗12期,3," 40,000.78 ",借呗,12期,华东,苏州,二组,苏州二组,普通员工," 13,333.59 ",2020,4,,,,
2020/4/28,1000000237,借呗12期,1," 17,000.43 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 17,000.43 ",2020,4,,,,
2020/4/28,1000000029,借呗6期,1," 16,000.63 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 16,000.63 ",2020,4,,,,
2020/4/28,1000000056,借呗6期,1," 15,000.22 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 15,000.22 ",2020,4,,,,
2020/4/28,1000000576,借呗18期,1," 14,000.35 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 14,000.35 ",2020,4,,,,
2020/4/28,1000000237,借呗18期,1," 13,000.36 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 13,000.36 ",2020,4,,,,
2020/4/28,1000000067,借呗18期,1," 11,000.33 ",借呗,18期,华东,苏州,二组,苏州二组,普通员工," 11,000.33 ",2020,4,,,,
2020/4/28,1000000054,借呗6期,1," 10,000.19 ",借呗,6期,华东,上海,一组,上海一组,普通员工," 10,000.19 ",2020,4,,,,
2020/4/28,1000000044,借呗12期,1," 10,000.15 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 10,000.15 ",2020,4,,,,
2020/4/28,1000000030,借呗12期,1," 5,000.40 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 5,000.40 ",2020,4,,,,
2020/4/28,1000000057,借呗18期,1," 5,000.14 ",借呗,18期,华东,上海,二组,上海二组,普通员工," 5,000.14 ",2020,4,,,,
2020/4/28,1000000043,借呗12期,1," 3,000.10 ",借呗,12期,华西北,成都,一组,成都一组,普通员工," 3,000.10 ",2020,4,,,,
2020/4/28,1000000028,借呗6期,1," 2,000.06 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 2,000.06 ",2020,4,,,,
2020/4/28,1000000044,借呗6期,1," 1,572.72 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 1,572.72 ",2020,4,,,,
2020/4/29,1000000237,借呗18期,2," 35,001.34 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 17,500.67 ",2020,4,,,,
2020/4/29,1000000040,借呗12期,3," 33,500.20 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 11,166.73 ",2020,4,,,,
2020/4/29,1000000067,借呗18期,1," 23,000.15 ",借呗,18期,华东,苏州,二组,苏州二组,普通员工," 23,000.15 ",2020,4,,,,
2020/4/29,1000000052,借呗12期,2," 20,000.84 ",借呗,12期,华东,上海,二组,上海二组,普通员工," 10,000.42 ",2020,4,,,,
2020/4/29,1000000044,借呗6期,2," 20,000.78 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 10,000.39 ",2020,4,,,,
2020/4/29,1000000046,借呗6期,1," 18,000.69 ",借呗,6期,华西北,成都,一组,成都一组,普通员工," 18,000.69 ",2020,4,,,,
2020/4/29,1000000039,借呗12期,1," 10,000.73 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 10,000.73 ",2020,4,,,,
2020/4/29,1000000039,借呗6期,1," 10,000.37 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 10,000.37 ",2020,4,,,,
2020/4/29,1000000032,借呗12期,2," 8,330.46 ",借呗,12期,华东,苏州,一组,苏州一组,管理人员," 4,165.23 ",2020,4,,,,
2020/4/29,1000000029,借呗12期,1," 7,999.97 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 7,999.97 ",2020,4,,,,
2020/4/29,1000000030,借呗12期,1," 6,000.22 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 6,000.22 ",2020,4,,,,
2020/4/29,1000000031,借呗6期,1," 2,999.93 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 2,999.93 ",2020,4,,,,
2020/4/29,1000000052,借呗6期,1," 1,257.27 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 1,257.27 ",2020,4,,,,
2020/4/30,1000000029,借呗12期,3," 37,000.31 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 12,333.44 ",2020,4,,,,
2020/4/30,1000001513,借呗6期,2," 31,000.96 ",借呗,6期,华东,上海,二组,上海二组,普通员工," 15,500.48 ",2020,4,,,,
2020/4/30,1000000237,借呗18期,2," 30,000.65 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 15,000.33 ",2020,4,,,,
2020/4/30,1000000237,借呗12期,2," 20,500.87 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 10,250.44 ",2020,4,,,,
2020/4/30,1000000045,借呗6期,1," 20,000.07 ",借呗,6期,华南,深圳,一组,深圳一组,普通员工," 20,000.07 ",2020,4,,,,
2020/4/30,1000000036,借呗12期,1," 18,000.03 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 18,000.03 ",2020,4,,,,
2020/4/30,1000000928,借呗12期,1," 17,000.48 ",借呗,12期,华西北,西安,一组,西安一组,普通员工," 17,000.48 ",2020,4,,,,
2020/4/30,1000000045,借呗12期,1," 12,000.38 ",借呗,12期,华南,深圳,一组,深圳一组,普通员工," 12,000.38 ",2020,4,,,,
2020/4/30,1000000050,借呗18期,1," 11,000.73 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 11,000.73 ",2020,4,,,,
2020/4/30,1000000040,借呗12期,1," 11,000.38 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 11,000.38 ",2020,4,,,,
2020/4/30,1000000068,借呗6期,1," 8,000.70 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 8,000.70 ",2020,4,,,,
2020/4/30,1000000033,借呗12期,1," 8,000.54 ",借呗,12期,华东,苏州,一组,苏州一组,普通员工," 8,000.54 ",2020,4,,,,
2020/4/30,1000000050,借呗12期,1," 5,499.98 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 5,499.98 ",2020,4,,,,
2020/4/30,1000000566,借呗12期,1," 2,000.50 ",借呗,12期,华南,广州,三组,广州三组,普通员工," 2,000.50 ",2020,4,,,,
2020/4/30,1000000044,借呗6期,1," 1,000.06 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 1,000.06 ",2020,4,,,,
2020/5/1,1000000036,借呗12期,2," 37,500.97 ",借呗,12期,华南,广州,三组,广州三组,管理人员," 18,750.49 ",2020,5,,,,
2020/5/1,1000000237,借呗12期,3," 27,999.97 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 9,333.32 ",2020,5,,,,
2020/5/1,1000000035,借呗18期,1," 25,000.01 ",借呗,18期,华东,苏州,三组,苏州三组,普通员工," 25,000.01 ",2020,5,,,,
2020/5/1,1000003926,借呗12期,1," 20,400.08 ",借呗,12期,华南,广州,一组,广州一组,管理人员," 20,400.08 ",2020,5,,,,
2020/5/1,1000000031,借呗18期,1," 15,000.01 ",借呗,18期,华东,杭州,一组,杭州一组,管理人员," 15,000.01 ",2020,5,,,,
2020/5/1,1000000044,借呗12期,1," 14,000.75 ",借呗,12期,华西北,北京,三组,北京三组,管理人员," 14,000.75 ",2020,5,,,,
2020/5/1,1000000037,借呗6期,1," 10,000.25 ",借呗,6期,华东,杭州,二组,杭州二组,普通员工," 10,000.25 ",2020,5,,,,
2020/5/1,1000000031,借呗12期,1," 7,500.19 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 7,500.19 ",2020,5,,,,
2020/5/1,1000000566,借呗18期,1," 6,500.44 ",借呗,18期,华南,广州,三组,广州三组,普通员工," 6,500.44 ",2020,5,,,,
2020/5/1,1000000039,借呗12期,1," 5,500.58 ",借呗,12期,华东,苏州,二组,苏州二组,管理人员," 5,500.58 ",2020,5,,,,
2020/5/1,1000000044,借呗6期,1," 5,499.94 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 5,499.94 ",2020,5,,,,
2020/5/1,1000004256,借呗12期,1," 5,000.77 ",借呗,12期,华东,合肥,一组,合肥一组,普通员工," 5,000.77 ",2020,5,,,,
2020/5/1,1000000031,借呗6期,1," 5,000.39 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 5,000.39 ",2020,5,,,,
2020/5/1,1000000039,借呗6期,1," 3,500.40 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 3,500.40 ",2020,5,,,,
2020/5/1,1000000030,借呗6期,1," 1,000.10 ",借呗,6期,华南,广州,三组,广州三组,普通员工," 1,000.10 ",2020,5,,,,
2020/5/1,1000000043,借呗12期,1, 731.30 ,借呗,12期,华西北,成都,一组,成都一组,普通员工, 731.30 ,2020,5,,,,
2020/5/2,1000000031,借呗12期,3," 35,000.98 ",借呗,12期,华东,杭州,一组,杭州一组,管理人员," 11,666.99 ",2020,5,,,,
2020/5/2,1000000068,借呗12期,2," 21,000.93 ",借呗,12期,华西北,重庆,一组,重庆一组,管理人员," 10,500.47 ",2020,5,,,,
2020/5/2,1000000044,借呗6期,1," 18,000.74 ",借呗,6期,华西北,北京,三组,北京三组,管理人员," 18,000.74 ",2020,5,,,,
2020/5/2,1000000034,借呗18期,1," 17,000.73 ",借呗,18期,华东,苏州,一组,苏州一组,普通员工," 17,000.73 ",2020,5,,,,
2020/5/2,1000000928,借呗6期,1," 16,000.21 ",借呗,6期,华西北,西安,一组,西安一组,普通员工," 16,000.21 ",2020,5,,,,
2020/5/2,1000000040,借呗12期,2," 15,000.61 ",借呗,12期,华西北,北京,四组,北京四组,管理人员," 7,500.31 ",2020,5,,,,
2020/5/2,1000000033,借呗6期,2," 14,501.02 ",借呗,6期,华东,苏州,一组,苏州一组,普通员工," 7,250.51 ",2020,5,,,,
2020/5/2,1000000036,借呗6期,1," 13,000.21 ",借呗,6期,华南,广州,三组,广州三组,管理人员," 13,000.21 ",2020,5,,,,
2020/5/2,1000004256,借呗18期,1," 10,000.71 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 10,000.71 ",2020,5,,,,
2020/5/2,1000000029,借呗12期,1," 8,000.63 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 8,000.63 ",2020,5,,,,
2020/5/2,1000000068,借呗6期,1," 8,000.57 ",借呗,6期,华西北,重庆,一组,重庆一组,管理人员," 8,000.57 ",2020,5,,,,
2020/5/2,1000000237,借呗18期,1," 8,000.27 ",借呗,18期,华东,合肥,一组,合肥一组,普通员工," 8,000.27 ",2020,5,,,,
2020/5/2,1000000032,借呗18期,1," 5,000.45 ",借呗,18期,华东,苏州,一组,苏州一组,管理人员," 5,000.45 ",2020,5,,,,
2020/5/2,1000003926,借呗12期,1," 5,000.42 ",借呗,12期,华南,广州,一组,广州一组,管理人员," 5,000.42 ",2020,5,,,,
2020/5/2,1000000037,借呗12期,1," 3,000.71 ",借呗,12期,华东,杭州,二组,杭州二组,普通员工," 3,000.71 ",2020,5,,,,
2020/5/2,1000000039,借呗6期,1," 1,600.38 ",借呗,6期,华东,苏州,二组,苏州二组,管理人员," 1,600.38 ",2020,5,,,,
2020/5/2,1000000056,借呗6期,1," 1,000.76 ",借呗,6期,华东,上海,一组,上海一组,管理人员," 1,000.76 ",2020,5,,,,
2020/5/2,1000000045,借呗12期,1, 985.00 ,借呗,12期,华南,深圳,一组,深圳一组,普通员工, 985.00 ,2020,5,,,,
2020/5/3,1000000031,借呗6期,5," 42,232.90 ",借呗,6期,华东,杭州,一组,杭州一组,管理人员," 8,446.58 ",2020,5,,,,
